areaName,unitPrice,rooms,halls,floors,houseStruct,floorArea,directions,decoration,elevaPropora,isElevator,yearProperty,totalPrice
鼓楼,71869,2,1,3,1,50.37,0,2,3,0,70,362
江宁,28519,3,2,1,1,103.44,0,3,2,0,70,295
鼓楼,59138,3,2,2,1,140.35,1,3,2,1,70,830
秦淮,31930,3,1,2,1,81.43,0,3,2,0,70,260
江宁,25464,3,2,3,1,91.11,0,3,2,1,70,232
浦口,18147,3,1,2,1,107.46,1,2,2,0,70,195
建邺,33004,2,1,2,1,78.78,0,3,2,0,70,260
江宁,20432,3,2,1,1,87.12,0,3,2,1,70,178
浦口,22083,3,2,2,1,114.57,0,3,2,1,70,253
栖霞,24416,2,1,2,1,68.81,1,3,2,0,70,168
浦口,21568,2,1,2,1,87.17,0,2,2,1,70,188
江宁,21689,4,2,2,1,129.1,0,其他,2,0,70,280
秦淮,32537,2,1,3,1,39.34,0,3,2,0,70,128
浦口,27878,2,1,2,1,83.58,1,3,3,1,70,233
秦淮,37823,4,2,3,1,158.37,0,2,1,1,70,599
秦淮,53437,2,1,3,1,50.34,0,2,2,0,70,269
建邺,34829,3,2,2,1,110.83,0,2,10,1,70,386
玄武,39445,3,1,2,1,63.38,1,其他,2,0,70,250
江宁,38999,3,1,3,3,93.85,1,3,3,1,70,366
浦口,29872,3,2,1,1,113.15,1,3,1.5,1,70,338
栖霞,22641,1,1,3,1,41.96,0,3,2,0,70,95
雨花台,33242,2,2,2,2,69.19,0,3,100,1,70,230
江宁,32427,4,3,3,2,91.9,1,其他,2,0,70,298
江宁,27168,3,2,1,1,84.66,1,其他,1.5,1,70,230
建邺,65345,3,2,2,1,107.89,0,3,2,1,70,705
浦口,27831,3,2,2,1,95.22,0,2,3,1,70,265
浦口,23635,2,2,1,1,80.39,0,3,2,0,70,190
江宁,27713,4,2,1,1,153.36,0,其他,1.5,1,70,425
建邺,60837,2,2,1,1,92.05,0,2,2,1,70,560
秦淮,35022,3,1,2,1,63.96,0,其他,2,0,70,224
鼓楼,62019,2,1,3,1,53.21,0,2,3,0,70,330
建邺,36425,2,1,1,1,86.48,0,3,2,0,70,315
秦淮,40682,2,2,2,1,76.94,1,3,33.33333333,1,65,313
秦淮,30733,3,1,3,1,74.84,1,3,2,1,70,230
建邺,35088,4,1,3,3,55.86,0,2,2,0,70,196
江宁,37141,1,1,2,2,32.31,0,其他,25.5,1,70,120
建邺,38598,3,2,2,1,107.52,0,3,2,1,70,415
江宁,24254,4,2,1,1,117.51,0,其他,2,1,70,285
秦淮,39049,3,1,3,1,68.12,0,2,2,0,70,266
浦口,30455,3,2,1,1,88,0,其他,2,1,70,268
浦口,22517,2,2,2,1,80.83,1,3,2,1,70,182
江宁,23137,2,2,2,1,89.47,0,3,2,0,70,207
玄武,22849,2,2,3,1,69.15,0,2,2,0,70,158
秦淮,25655,3,1,1,1,77.18,0,其他,2,0,70,198
建邺,51116,4,1,1,1,144.77,0,其他,1,1,70,740
秦淮,36745,3,1,3,1,73.48,0,1,3,0,70,270
秦淮,33676,2,1,1,1,59.39,0,2,2,0,70,200
雨花台,33285,2,1,1,2,68.5,1,3,100,1,70,228
秦淮,30820,2,1,1,1,48.67,0,1,2,0,70,150
浦口,29319,3,2,2,1,88,0,其他,2,1,70,258
江宁,23644,3,2,1,1,145.92,0,1,2,0,70,345
雨花台,25198,2,1,2,1,68.26,0,2,2,0,70,172
鼓楼,45427,3,2,3,1,164,1,3,2,1,70,745
江宁,27999,2,2,1,1,86.79,0,3,2,1,70,243
鼓楼,74934,1,1,3,1,56.05,0,3,33.33333333,1,70,420
秦淮,39720,3,2,2,1,118.33,0,3,2,0,70,470
建邺,53795,4,2,3,1,168.42,0,3,1,1,70,906
鼓楼,36734,2,2,2,1,76.77,0,2,1,0,70,282
秦淮,50006,2,2,3,1,91.99,0,2,1,1,70,460
江宁,27553,3,2,1,1,92.55,0,3,2,1,70,255
秦淮,34870,2,1,3,1,80.3,0,2,2,0,70,280
建邺,52017,3,2,1,1,141.3,0,其他,1.5,1,70,735
浦口,26860,3,2,1,1,111.32,1,3,1.5,1,70,299
鼓楼,32461,2,1,1,1,44.67,0,2,2,0,70,145
栖霞,27896,3,1,2,1,84.96,0,3,2,0,70,237
江宁,32808,2,1,3,1,71.63,1,其他,1.5,1,70,235
浦口,26137,3,2,1,1,88,0,1,2,1,70,230
江宁,27874,3,2,3,1,110.5,0,其他,2,0,70,308
建邺,29213,5,2,2,3,184.51,0,2,2,0,70,539
秦淮,44746,3,2,3,2,82.69,0,2,2,0,70,370
建邺,26810,2,1,3,1,67.14,0,3,3,0,70,180
江宁,27608,3,2,2,1,95.99,0,3,1,1,70,265
浦口,21560,3,2,1,1,111.32,1,其他,2,1,70,240
建邺,35273,2,1,2,1,92.14,1,2,2,1,70,325
江宁,29378,2,2,1,1,67.74,0,3,2,1,70,199
鼓楼,44810,3,2,2,1,147.29,0,其他,1.5,1,70,660
秦淮,34483,2,1,3,1,65.25,0,3,2,0,70,225
浦口,22341,2,2,2,1,94,0,其他,1,1,70,210
秦淮,39482,3,1,2,1,81.05,0,2,2,0,70,320
秦淮,31786,3,2,1,1,88.09,0,其他,4,0,70,280
江宁,31933,2,2,2,1,79.23,0,其他,2,1,70,253
浦口,22531,2,2,3,1,82.11,0,其他,2,0,70,185
秦淮,57665,2,2,3,2,62.43,0,其他,2.5,1,70,360
江宁,24700,3,2,3,1,111.34,0,其他,2,1,70,275
浦口,23896,3,2,2,1,121.36,0,3,2,1,70,290
鼓楼,42492,3,1,1,1,85.9,1,2,2,0,70,365
江宁,10054,3,2,1,1,102.45,1,2,7,1,70,103
建邺,22776,2,2,3,1,70.25,0,3,3,0,70,160
秦淮,28072,3,1,3,1,76.59,0,3,2,0,70,215
秦淮,32450,2,1,1,1,55.47,1,1,4,0,70,180
浦口,31319,4,2,3,2,105.37,0,3,4,1,70,330
秦淮,36528,2,1,1,1,48.73,1,2,3,0,70,178
秦淮,55387,2,1,1,1,46.04,0,其他,2,0,70,255
江宁,23793,5,2,3,3,197.54,0,3,2,0,70,470
秦淮,28402,2,1,2,1,50.35,0,2,3,0,70,143
栖霞,28335,3,2,2,1,121.76,1,3,1,1,70,345
鼓楼,65265,3,1,2,1,68.95,1,其他,3,0,70,450
栖霞,35459,3,2,3,1,87.99,0,1,2,1,70,312
浦口,22538,2,1,2,1,86.08,1,1,2,1,70,194
秦淮,39970,2,1,1,1,66.05,1,其他,3,0,70,264
鼓楼,53013,3,1,1,1,62.25,0,其他,3,0,70,330
栖霞,22134,3,2,3,1,84.94,1,3,4,1,70,188
栖霞,27917,2,1,2,1,85.97,1,2,2,0,70,240
栖霞,26459,2,1,1,1,73.7,0,3,2,1,70,195
浦口,19244,3,2,1,1,109.13,0,2,2,1,70,210
秦淮,42726,2,1,3,1,44.47,0,其他,2,0,70,190
鼓楼,39342,3,1,3,1,97.86,0,2,2.666666667,1,70,385
秦淮,30431,2,2,1,1,102.53,0,其他,2,1,70,312
江宁,28064,2,2,2,1,88.37,0,3,6,0,70,248
玄武,30668,3,2,2,1,129.78,0,2,2,1,70,398
浦口,22783,3,2,3,1,115,0,1,2,1,70,262
建邺,27305,5,2,3,2,135.51,0,2,2,0,70,370
秦淮,27497,2,1,2,1,48.37,1,3,3,1,70,133
栖霞,29919,3,2,2,1,103.95,1,其他,2,1,70,311
鼓楼,64681,2,1,3,1,58.75,0,2,2,0,70,380
浦口,21637,3,2,1,1,95.21,0,1,2,1,70,206
江宁,23617,3,2,1,1,113.48,0,3,3,1,70,268
秦淮,29955,2,1,1,1,59.09,0,3,3.333333333,1,70,177
建邺,31193,2,1,2,1,54.5,0,2,2,0,70,170
建邺,27006,3,1,3,1,87.02,0,2,3,0,70,235
鼓楼,41027,3,1,1,1,93.11,0,3,2,0,70,382
江宁,16303,3,2,3,1,109.8,1,3,2,1,70,179
江宁,20710,2,1,2,1,82.57,0,3,2,0,70,171
江宁,21308,3,2,3,1,116.39,0,3,2,0,70,248
秦淮,30457,1,1,1,1,39.4,0,2,2,1,70,120
江宁,24266,3,2,3,1,135.17,0,3,2,0,70,328
栖霞,21163,3,1,3,1,84.11,0,其他,4,1,70,178
鼓楼,31849,3,1,1,1,77.24,0,2,2,0,70,246
江宁,41743,3,1,3,1,88.4,0,3,1,1,70,369
江宁,27450,2,2,2,1,79.42,0,3,2,0,70,218
建邺,49668,2,2,2,1,88.59,0,3,1.5,1,70,440
浦口,18314,3,2,3,3,95.56,0,3,2,0,70,175
鼓楼,38800,4,2,1,1,162.89,0,3,1.5,1,70,632
江宁,24189,2,1,1,1,82.27,0,3,4,1,70,199
秦淮,28978,1,1,2,1,54.87,0,3,2,1,70,159
江宁,31153,2,2,2,1,80.25,1,3,2,1,70,250
江宁,13557,2,1,3,1,63.44,1,2,100,0,70,86
秦淮,36105,2,1,1,1,54.01,0,其他,2,0,70,195
栖霞,23668,3,1,2,1,84.08,0,3,2,0,70,199
秦淮,35379,2,1,3,1,87.34,0,3,2,1,70,309
建邺,29401,2,1,3,1,50.68,0,3,2,0,70,149
栖霞,18680,5,2,3,1,99.04,0,3,2,暂无数据,70,185
江宁,25081,4,2,2,1,143.54,0,3,2,1,70,360
浦口,23206,2,1,2,1,78.43,0,3,2,0,70,182
建邺,37748,2,1,2,1,66.76,0,2,2,0,70,252
鼓楼,80244,2,1,2,1,55.83,0,2,2,0,70,448
江宁,27154,2,2,1,1,93.91,0,3,2,0,70,255
鼓楼,37063,4,2,3,1,215.85,0,3,1.5,1,70,800
秦淮,28198,3,1,3,1,74.83,0,其他,2,1,70,211
江宁,30655,2,2,1,1,77.64,1,3,2,1,70,238
秦淮,30663,2,1,2,1,53.16,0,3,3,0,70,163
秦淮,38536,3,2,2,1,103.8,0,3,2,0,70,400
江宁,25305,2,2,1,1,77.06,0,3,4,1,70,195
秦淮,28004,2,1,1,1,63.92,0,3,2,0,70,179
栖霞,26882,3,2,2,1,102.3,1,3,2,0,70,275
江宁,27803,3,2,2,1,145.67,0,3,2,1,70,405
建邺,59991,3,2,2,1,100.85,0,3,2,1,70,605
秦淮,38208,3,1,3,1,80.09,1,3,100,1,65,306
建邺,39039,2,1,1,1,52,0,其他,2,0,70,203
浦口,24507,2,2,3,1,81.61,0,3,2,1,70,200
建邺,32717,2,1,2,1,55.63,0,2,2,0,70,182
江宁,18614,3,2,2,1,126.25,0,1,2,0,70,235
江宁,23801,3,2,1,1,100.42,0,其他,1.5,1,70,239
江宁,26540,3,1,2,1,81.01,0,其他,4,1,70,215
秦淮,28437,2,1,3,1,48.53,1,2,3,1,70,138
鼓楼,51841,3,1,1,2,57.87,1,其他,50,1,70,300
鼓楼,83766,3,1,3,1,75.21,0,其他,2,0,70,630
浦口,22488,2,2,2,1,88.94,0,3,2,1,70,200
秦淮,31733,2,1,1,1,60.82,1,其他,2,1,70,193
江宁,28918,2,2,2,1,98.21,1,其他,3,1,70,284
秦淮,30461,2,1,2,1,59.75,0,3,2,0,70,182
秦淮,37096,2,1,2,1,76.29,1,3,2,0,70,283
江宁,32968,3,2,2,1,112.84,0,其他,2,0,70,372
浦口,16673,3,2,3,1,119.96,0,1,2,0,70,200
建邺,26912,4,2,3,3,58.71,0,2,2,0,70,158
建邺,56307,3,2,1,1,137.64,1,3,1,1,70,775
秦淮,50045,2,1,2,1,55.75,0,其他,2,0,70,279
鼓楼,34895,1,1,3,1,44.42,1,其他,50,1,65,155
秦淮,30347,2,1,1,1,56.35,1,3,4,0,70,171
鼓楼,34362,3,1,2,1,59.66,0,其他,2,0,70,205
江宁,21498,3,2,2,1,118.62,0,其他,2,0,70,255
秦淮,38503,3,2,2,1,103.89,0,其他,2,0,70,400
鼓楼,42935,3,2,2,1,119.95,1,2,2,0,70,515
鼓楼,27206,4,3,3,2,136,1,其他,2,0,70,370
江宁,26087,3,2,1,1,115,0,2,2,0,70,300
玄武,28832,2,1,2,1,65.9,0,2,2,0,70,190
秦淮,29361,2,1,2,1,63.01,1,其他,2,0,70,185
江宁,21923,4,2,3,1,159.2,0,其他,2,1,70,349
秦淮,42706,2,1,3,1,66.97,0,其他,1.5,1,70,286
鼓楼,65367,2,1,1,1,46.66,1,2,4,0,70,305
秦淮,29293,2,1,3,1,51.89,1,3,2,0,70,152
江宁,20059,3,2,1,1,112.17,0,3,2,0,70,225
鼓楼,66472,2,1,3,2,61.38,0,其他,2,0,70,408
建邺,41716,2,2,2,1,76.71,0,3,2,0,70,320
建邺,34057,2,2,3,1,79.28,0,3,5,0,70,270
鼓楼,39956,3,2,2,1,81.34,0,其他,3,0,70,325
江宁,27872,4,2,2,1,154.28,0,其他,1.5,1,70,430
江宁,19338,2,1,3,1,77.57,0,1,2,0,70,150
江宁,33605,4,2,3,1,261.87,0,其他,2,1,70,880
江宁,24078,2,2,1,错层,97.6,0,其他,2,0,70,235
江宁,32763,3,2,3,1,138.88,0,其他,2,1,70,455
浦口,22011,3,2,3,1,110.4,0,1,2,1,70,243
浦口,16773,3,2,2,1,116.26,1,3,2,暂无数据,70,195
建邺,31367,2,1,2,1,51.01,0,2,4,0,70,160
江宁,33787,2,2,2,1,85.24,0,3,2,1,70,288
鼓楼,62940,2,1,2,1,54.02,0,2,4,0,70,340
江宁,29403,2,2,2,1,95.91,1,其他,2.5,1,70,282
秦淮,36461,3,1,1,1,73.23,0,3,50,1,70,267
秦淮,44487,3,2,2,1,122.51,0,其他,1,1,70,545
秦淮,36803,3,2,3,2,116.84,0,其他,2,0,70,430
江宁,35483,2,1,2,1,60.03,1,其他,3,1,70,213
江宁,19419,4,2,2,1,138.53,0,其他,2,1,70,269
浦口,20413,2,1,1,1,88.67,0,2,2,1,70,181
浦口,25219,3,2,1,1,105.08,0,其他,2,1,70,265
江宁,19174,3,2,3,2,119.96,1,其他,3,1,70,230
鼓楼,75346,2,1,1,1,47.78,0,1,2,0,70,360
玄武,64000,3,1,3,1,56.25,1,其他,2,0,70,360
鼓楼,59973,2,1,2,1,58.36,1,2,4,0,70,350
浦口,17648,3,2,3,1,102,0,2,2,0,70,180
浦口,26036,2,2,3,1,78.74,0,2,2,1,70,205
浦口,30209,3,2,2,1,122.15,0,1,2,1,70,369
建邺,35947,3,2,2,1,120.18,0,3,1,1,70,432
栖霞,36796,3,2,2,1,119.58,0,其他,2,1,70,440
浦口,20644,3,2,1,1,109.48,0,其他,2,1,70,226
鼓楼,70910,2,1,2,1,56.41,0,3,2,0,70,400
鼓楼,92075,2,1,3,1,63.97,0,其他,2,0,70,589
江宁,28016,3,2,3,1,128.5,0,1,2,1,70,360
秦淮,31271,2,1,2,1,60.76,0,3,2,0,70,190
江宁,25336,5,2,1,3,163.8,0,2,2,0,70,415
江宁,25864,2,1,1,2,47.17,1,2,14.66666667,1,70,122
玄武,28825,3,1,2,1,71.12,0,1,2,0,70,205
秦淮,32810,3,1,2,1,96.01,0,其他,1.5,1,70,315
鼓楼,29910,2,1,2,1,68.54,0,3,2,0,70,205
秦淮,25801,1,1,3,1,41.86,1,2,50,1,65,108
江宁,24918,3,1,1,1,105.55,0,其他,1.5,1,70,263
鼓楼,75389,3,1,2,1,86.22,0,2,2,0,70,650
江宁,38164,3,1,2,1,116.08,0,3,2,1,70,443
秦淮,33320,2,1,2,1,73.53,1,其他,2,1,70,245
江宁,29282,2,2,2,1,92.55,0,其他,2,0,70,271
建邺,53709,3,2,2,1,88.44,0,其他,4,1,70,475
建邺,36274,2,2,2,1,84.91,0,其他,2,0,70,308
玄武,40417,2,1,2,1,67.3,0,3,2,1,70,272
江宁,24170,2,2,1,1,98.47,0,其他,2,0,70,238
浦口,23259,3,2,1,1,93.73,1,1,2,1,70,218
秦淮,45638,3,1,2,1,74.5,0,2,2,1,70,340
建邺,49490,2,2,2,1,94.97,1,3,1.5,1,70,470
鼓楼,86468,2,1,1,1,59.56,0,3,2,0,70,515
秦淮,26406,2,1,3,1,61.35,0,3,2,0,70,162
江宁,29225,1,1,3,1,37.64,0,其他,14.66666667,1,70,110
鼓楼,39034,4,2,1,1,133.22,0,3,2,0,70,520
栖霞,34966,3,2,1,1,94.38,0,其他,2,1,70,330
江宁,28815,3,2,2,1,112.79,0,其他,1,1,70,325
江宁,26847,3,1,3,1,130.37,0,2,2,0,70,350
建邺,35778,3,2,3,3,136.4,0,3,2,0,70,488
栖霞,31663,2,2,2,1,78.01,0,3,3,1,70,247
江宁,32895,3,2,3,1,89.68,0,其他,2,0,70,295
江宁,27117,3,2,1,1,127.23,0,1,2,0,70,345
浦口,24461,3,2,2,1,89.94,0,1,2,1,70,220
浦口,25432,2,2,1,1,83.36,1,1,3,1,70,212
鼓楼,64679,3,2,2,1,101.27,0,3,1,1,70,655
江宁,29582,2,2,3,1,76.06,1,3,2,1,70,225
秦淮,28538,2,1,2,1,58.87,0,2,4,0,70,168
浦口,22246,3,2,2,1,143.85,0,1,2,1,70,320
鼓楼,25516,3,1,2,1,63.49,0,2,6,0,70,162
江宁,24115,3,2,1,1,108.65,0,其他,2,1,70,262
浦口,28515,2,1,1,1,94.69,0,1,2,0,70,270
江宁,33034,2,2,2,1,82.34,1,3,1.5,1,70,272
玄武,27569,2,2,1,1,94.31,0,2,3,1,70,260
江宁,27573,3,2,1,1,90.67,0,3,2,1,70,250
江宁,20298,3,2,2,1,125.63,0,其他,2,1,70,255
江宁,21442,3,2,2,错层,123.59,0,3,2,0,70,265
鼓楼,77538,2,1,2,1,50.04,0,2,2,0,70,388
建邺,46023,3,2,3,1,121.68,0,3,1.5,1,70,560
建邺,37276,3,2,2,1,114.82,0,3,2,0,70,428
秦淮,35088,2,2,2,1,83.79,0,3,2,0,70,294
秦淮,39632,2,1,2,1,93.36,0,3,2,1,70,370
建邺,62352,3,2,2,1,121.89,0,3,2,1,70,760
鼓楼,35346,1,1,3,1,38.76,0,2,3,0,70,137
雨花台,29582,2,1,1,2,74.37,0,2,8,1,70,220
建邺,33836,3,1,1,1,97.53,0,其他,2,0,70,330
建邺,67085,3,2,2,1,102.11,0,2,2,0,70,685
江宁,28687,3,2,1,1,104.58,0,3,2,0,70,300
浦口,21408,3,2,3,1,92.49,0,其他,3,1,70,198
浦口,19681,3,2,1,1,129.57,0,1,2,1,70,255
浦口,25259,3,2,2,1,91.06,0,其他,2,0,70,230
玄武,36938,2,2,3,1,78.24,0,3,3,1,70,289
秦淮,39702,3,2,1,1,144.83,0,2,1.5,1,70,575
秦淮,35047,2,2,1,1,76.47,1,其他,2,1,70,268
秦淮,28859,2,1,3,1,53.71,1,3,2,0,70,155
建邺,37570,2,2,2,1,90.5,0,2,8,0,70,340
秦淮,29119,2,1,2,1,85.17,0,2,2,1,70,248
江宁,27982,3,2,2,1,116.15,0,其他,2,1,70,325
浦口,21146,2,2,2,1,92.22,0,2,2,1,70,195
江宁,23840,2,2,2,1,94.8,0,其他,2,0,70,226
浦口,25988,3,1,2,1,79.27,0,3,2,1,70,206
秦淮,30114,2,1,2,1,59.11,0,1,3,1,70,178
江宁,27071,3,2,3,1,94.2,0,2,2,0,70,255
鼓楼,48068,2,1,3,1,50.97,0,3,2,0,70,245
江宁,36300,3,2,1,1,85.4,0,其他,2.5,1,70,310
江宁,26446,3,2,2,1,89.24,0,1,2,1,70,236
鼓楼,31710,3,1,1,1,82.94,0,3,3,1,70,263
雨花台,28321,2,1,2,1,54.73,0,其他,2,0,70,155
江宁,18503,3,2,3,1,116.2,0,3,2,0,70,215
江宁,27162,4,3,2,1,250.35,0,其他,1,1,70,680
江宁,28537,2,2,2,1,81.3,0,3,3,1,70,232
浦口,23643,2,1,1,1,76.98,0,3,2,1,70,182
秦淮,59580,2,1,2,1,53.71,0,3,2,0,70,320
秦淮,35353,3,2,2,1,120.5,0,3,2,0,70,426
江宁,21271,3,2,1,1,106.25,0,3,2,1,70,226
鼓楼,34099,3,2,1,1,169.51,1,3,1.5,1,70,578
秦淮,35118,3,1,3,1,70.62,0,2,2,0,70,248
江宁,27746,3,2,1,1,95.51,0,1,2,1,70,265
鼓楼,78517,3,1,2,1,78.71,0,2,4,0,70,618
玄武,34233,3,1,1,2,96.4,1,2,1.5,1,70,330
栖霞,23267,2,2,2,1,65.33,0,其他,4,1,70,152
雨花台,38152,3,2,2,1,141.54,1,其他,2,1,70,540
玄武,36977,1,1,2,1,36.51,1,1,2,0,70,135
建邺,44603,3,2,2,1,120.62,1,1,1.5,1,70,538
浦口,22511,3,2,2,1,115.5,0,1,2,0,70,260
建邺,50946,3,2,2,1,122.68,0,3,1.5,1,70,625
鼓楼,62224,3,1,2,1,72.32,0,其他,3,0,70,450
鼓楼,30827,3,1,2,1,82.72,0,其他,3,0,70,255
栖霞,34479,3,2,2,1,89.33,0,其他,1,1,70,308
秦淮,39675,2,1,2,1,67.55,0,3,2,0,70,268
浦口,25874,3,1,1,1,139.14,0,其他,2,1,70,360
江宁,25353,2,2,2,1,83.62,1,2,2,0,70,212
江宁,36430,3,2,1,1,87.84,0,3,2,1,70,320
江宁,28626,2,1,3,暂无数据,42.62,1,3,14.66666667,1,70,122
鼓楼,31807,3,1,3,1,80.8,0,2,2,0,70,257
江宁,28456,2,1,1,1,71.69,1,3,33.33333333,1,70,204
江宁,15257,5,2,3,2,160.59,0,其他,2,0,70,245
建邺,55627,2,2,2,1,102.47,0,其他,2,1,70,570
江宁,20413,3,2,2,1,127.37,0,其他,2,0,70,260
秦淮,38878,2,2,2,1,82.31,0,2,2,0,70,320
江宁,30992,3,2,2,1,121,1,1,2,1,70,375
鼓楼,62959,2,1,1,1,62.74,0,3,2,0,70,395
秦淮,36451,2,2,3,1,87.79,0,2,2,0,70,320
鼓楼,35548,2,1,3,1,49.23,0,2,5,0,70,175
秦淮,26384,1,1,3,1,42.45,1,2,2,0,70,112
浦口,26749,3,2,3,1,114.4,1,其他,2,1,70,306
建邺,29178,3,2,3,3,129.55,0,2,2,0,70,378
浦口,22652,4,2,1,1,132,1,1,4,1,70,299
鼓楼,66249,2,1,3,1,57.36,1,其他,2,0,70,380
栖霞,37809,4,2,3,1,177.21,0,其他,2,1,70,670
玄武,41000,2,1,3,1,52.44,0,1,2,0,70,215
江宁,24732,4,2,1,1,143.54,1,其他,2,1,70,355
建邺,27915,2,1,3,1,59.11,0,3,3,0,70,165
栖霞,32308,3,2,2,1,98.43,0,其他,3,1,70,318
江宁,24762,3,2,1,1,105,0,其他,2,0,70,260
建邺,51070,3,2,2,3,130.41,0,3,2,1,70,666
鼓楼,70210,2,1,3,1,56.26,0,3,2,0,70,395
江宁,26658,2,2,3,1,87.78,0,其他,2,0,70,234
浦口,23951,3,1,3,1,141.96,0,1,1.5,1,70,340
